Date,Open,High,Low,Close,Vol.,Change %
31-05-2019,27.65,27.65,27,27.45,7.50M,-0.72%
03-06-2019,27.4,27.8,27.4,27.65,1.89M,0.73%
04-06-2019,27.65,27.8,27.6,27.7,6.88M,0.18%
06-06-2019,27.7,28,27.65,27.7,8.48M,0.00%
07-06-2019,27.9,27.9,27.1,27.4,1.78M,-1.08%
10-06-2019,27.1,27.6,27.05,27.45,1.33M,0.18%
11-06-2019,27.5,27.7,27.2,27.55,1.71M,0.36%
12-06-2019,27.6,27.65,27.3,27.5,22.67M,-0.18%
13-06-2019,27.5,27.7,27.1,27.35,22.56M,-0.55%
14-06-2019,27.5,27.5,27.05,27.2,5.30M,-0.55%
